347.758	    82
347.789	    82
347.818	    82
347.848	    82
347.877	    82
347.908	    82
347.938	    81
347.967	    82
347.997	    82
348.027	    83
348.057	    83
348.086	    83
348.116	    83
348.146	    82
348.176	    82
348.205	    83
348.235	    84
348.266	    84
348.295	    84
348.325	    83
348.354	    83
348.385	    82
348.414	    82
348.444	    83
348.473	    83
348.504	    85
348.533	    85
348.563	    84
348.593	    83
348.623	    83
348.653	    83
348.682	    84
348.712	    84
348.742	    84
348.772	    83
348.802	    83
348.831	    83
348.861	    83
348.891	    83
348.921	    83
348.95	    84
348.98	    83
349.01	    84
349.04	    84
349.07	    84
349.099	    84
349.13	    84
349.159	    83
349.189	    83
349.218	    83
349.249	    84
349.279	    84
349.308	    83
349.338	    83
349.368	    83
349.398	    84
349.428	    84
349.457	    83
349.487	    83
349.517	    84
349.547	    84
349.576	    83
349.607	    84
349.636	    84
349.666	    84
349.696	    84
349.726	    84
349.756	    83
349.785	    83
349.815	    83
349.845	    84
349.875	    84
349.904	    84
349.934	    84
349.964	    85
349.994	    85
350.023	    85
350.053	    85
350.083	    84
350.113	    84
350.143	    84
350.172	    83
350.202	    83
350.232	    84
350.262	    84
350.291	    83
350.321	    83
350.351	    83
350.381	    83
350.411	    83
350.44	    83
350.471	    83
 350.5	    83
350.53	    84
350.559	    84
350.59	    84
350.62	    84
350.649	    84
350.679	    84
350.709	    83
350.739	    83
350.769	    83
350.798	    83
350.828	    83
350.858	    82
350.888	    82
350.917	    83
350.947	    83
350.977	    83
351.007	    83
351.036	    83
351.067	    82
351.096	    81
351.126	    81
351.156	    82
351.186	    83
351.216	    83
351.245	    84
351.275	    84
351.305	    82
351.335	    82
351.364	    82
351.394	    82
351.424	    81
351.454	    82
351.484	    83
351.513	    82
351.543	    82
351.573	    81
351.603	    81
351.632	    81
351.662	    81
351.692	    82
351.722	    83
351.752	    82
351.781	    82
351.812	    82
351.842	    82
351.871	    82
351.901	    81
351.931	    81
351.96	    81
351.99	    81
352.02	    82
352.05	    82
352.08	    80
352.109	    80
352.139	    80
352.169	    79
352.199	    79
352.228	    79
352.258	    79
352.288	    79
352.318	    80
352.348	    80
352.377	    80
352.407	    79
352.437	    79
352.467	    79
352.496	    79
352.527	    78
352.556	    79
352.586	    79
352.615	    80
352.646	    80
352.676	    79
352.705	    80
352.735	    80
352.765	    80
352.795	    80
352.824	    80
352.854	    80
352.884	    80
352.914	    80
352.944	    80
352.973	    80
353.003	    80
353.033	    81
353.063	    81
353.092	    79
353.122	    79
353.152	    79
353.182	    80
353.212	    79
353.241	    79
353.272	    78
353.301	    79
353.331	    78
353.36	    76
353.391	    76
353.42	    77
353.45	    78
353.48	    78
353.51	    77
353.54	    77
353.572	    78
353.604	    78
353.637	    78
353.668	    78
353.701	    78
353.733	    78
353.765	    78
353.797	    78
353.829	    79
353.861	    80
353.893	    79
353.924	    79
353.956	    79
353.988	    78
354.019	    77
354.049	    77
354.08	    77
354.111	    77
354.142	    76
354.174	    77
354.205	    76
354.236	    77
354.266	    76
354.298	    77
354.328	    77
354.359	    77
354.39	    77
354.42	    78
354.449	    78
354.481	    79
354.512	    79
354.544	    80
354.575	    78
354.607	    78
354.639	    79
354.67	    80
354.701	    79
354.746	    78
354.777	    75
354.807	    77
354.84	    78
354.871	    78
354.903	    78
354.934	    77
354.964	    77
354.996	    76
355.027	    75
355.058	    72
355.089	    71
355.121	    74
355.153	    76
355.186	    76
355.219	    76
