-9.18996	    65
-9.15979	    65
-9.12961	    65
-9.10028	    65
-9.07011	    65
-9.03994	    65
-9.00976	    65
-8.98043	    65
-8.95026	    66
-8.92009	    66
-8.89075	    66
-8.86058	    67
-8.83041	    67
-8.80023	    67
-8.7709	    67
-8.74073	    67
-8.71056	    67
-8.68122	    67
-8.65105	    68
-8.62088	    67
-8.59071	    68
-8.56137	    67
-8.5312	    66
-8.50103	    67
-8.47169	    66
-8.44152	    66
-8.41135	    67
-8.38118	    67
-8.351	    67
-8.32167	    66
-8.2915	    66
-8.26133	    66
-8.23199	    65
-8.20182	    66
-8.17165	    67
-8.14147	    67
-8.11214	    67
-8.08197	    65
-8.0518	    65
-8.02162	    66
-7.99229	    67
-7.96212	    66
-7.93194	    66
-7.90261	    66
-7.87244	    66
-7.84227	    65
-7.81293	    66
-7.78276	    65
-7.75259	    67
-7.72242	    66
-7.69308	    66
-7.66291	    66
-7.63274	    67
-7.60256	    67
-7.57323	    67
-7.54306	    67
-7.51289	    68
-7.48355	    68
-7.45338	    68
-7.42321	    67
-7.39387	    66
-7.3637	    66
-7.33353	    68
-7.30336	    67
-7.27318	    67
-7.24385	    67
-7.21368	    67
-7.18351	    68
-7.15417	    67
-7.124	    67
-7.09383	    67
-7.06366	    68
-7.03432	    67
-7.00415	    67
-6.97398	    66
-6.94464	    66
-6.91447	    65
-6.8843	    67
-6.85413	    67
-6.82479	    67
-6.79462	    66
-6.76445	    66
-6.73511	    67
-6.70494	    66
-6.67477	    66
-6.6446	    66
-6.61526	    66
-6.58509	    66
-6.55492	    65
-6.52558	    65
-6.49541	    66
-6.46524	    65
-6.43507	    66
-6.40573	    66
-6.37556	    66
-6.34539	    67
-6.31522	    67
-6.28504	    68
-6.25571	    69
-6.22554	    69
-6.19537	    69
-6.16603	    70
-6.13586	    70
-6.10569	    71
-6.07635	    72
-6.04618	    72
-6.01601	    73
-5.98584	    73
-5.9565	    74
-5.92633	    75
-5.89616	    75
-5.86682	    76
-5.83665	    75
-5.80648	    75
-5.77631	    76
-5.74697	    77
-5.7168	    77
-5.68663	    78
